"eov","cell","n","sp","shannon","simpson","es"
"fish","84440d1ffffffff",999,31,2.01851015443737,0.193145097049001,9.60942940478641
"fish","84440d3ffffffff",1057,42,2.16052143983425,0.168609683248765,10.5759127169247
"fish","84440d5ffffffff",1035,22,1.86184062644655,0.24295456136666,9.28477999456464
"fish","84440d7ffffffff",623,32,2.11076304450589,0.171759904567811,10.2073340630114
"fish","84440d9ffffffff",1034,31,1.92825888078972,0.222543763491951,9.37146274398446
"fish","84440dbffffffff",2126,344,3.95698363161753,0.0697789054389987,27.0031149564722
"fish","84440ddffffffff",691,24,1.96283271938769,0.205534879921924,9.54346996751525
"fish","84440e1ffffffff",157,29,2.40849561914912,0.140411375715039,14.6169054901743
"fish","84440e3ffffffff",278,15,1.99521656891682,0.18943118886186,9.86739350098753
"fish","84440e5ffffffff",134,40,2.88032449211986,0.0969035419915349,20.6228912940371
"fish","84440e7ffffffff",196,19,2.0477913102981,0.178206997084548,10.3959486838122
"fish","84440e9ffffffff",469,67,2.84825945964302,0.125290392387741,18.4828648517369
"fish","84440ebffffffff",714,20,2.00508454024595,0.207836075606713,10.270273647359
"fish","84440edffffffff",186,12,1.73300626990009,0.228870389640421,8.0698667316694
"fish","8444101ffffffff",206,82,4.03394998951724,0.0248374022056744,34.2353875105378
"fish","8444103ffffffff",350,112,4.33949494871234,0.017534693877551,36.7581713745648
"fish","8444105ffffffff",357,79,3.87219942102195,0.02734427104175,30.5780672292744
"fish","8444107ffffffff",438,97,4.00821016448872,0.0252705323074998,31.7482412601103
"fish","8444109ffffffff",650,221,5.10009513370649,0.00790059171597633,43.2740482952868
"fish","844410bffffffff",70,54,3.88840995577259,0.0236734693877551,41.1911437927769
"fish","844410dffffffff",348,109,4.32386674458757,0.0179184832870921,36.672254339231
"fish","8444111ffffffff",76,56,3.91566791617887,0.0228531855955679,40.3939541560309
"fish","8444113ffffffff",572,99,3.99565703233329,0.0267189104601692,31.3307870102707
"fish","8444115ffffffff",36,28,3.26091885421379,0.0416666666666667,NA
"fish","8444117ffffffff",834,148,4.40945779897789,0.0175025447268085,35.8049637096515
"fish","8444119ffffffff",108,54,3.78954594777819,0.0272633744855967,34.1641656583684
"fish","844411bffffffff",168,63,3.91171150288268,0.0239512471655329,33.8183426261664
"fish","844411dffffffff",34,30,3.36326707036676,0.0363321799307958,NA
"fish","8444121ffffffff",1142,90,2.74025170366583,0.127654190730614,16.4043315749514
"fish","8444123ffffffff",472,90,3.8663167978772,0.033063415685148,29.8590256069606
"fish","8444125ffffffff",179,32,2.8774368051725,0.0778689803689024,18.6752614777051
"fish","8444127ffffffff",97,16,2.30984606111178,0.123605058986077,12.6422641462885
"fish","8444129ffffffff",506,133,4.22558258359721,0.0246527832023622,33.4859060335926
"fish","844412bffffffff",528,170,4.6735153553664,0.0135588842975207,39.0905273982187
"fish","844412dffffffff",6400,306,3.00529118223952,0.1620544921875,19.0362229229945
"fish","8444131ffffffff",1847,207,4.63882532592308,0.014553224195633,37.5288255253201
"fish","8444133ffffffff",1967,246,4.75744463122798,0.0136835828795874,38.1870166037617
"fish","8444135ffffffff",77,16,2.22719866832987,0.146567717996289,13.3902998600182
"fish","8444137ffffffff",235,58,3.31192313730555,0.0731733816206428,25.0958989459761
"fish","8444139ffffffff",233,96,4.27521091205084,0.0178857595461327,37.4262442952506
"fish","844413bffffffff",644,164,4.65310476335877,0.0135073878322596,38.8242402966104
"fish","844413dffffffff",794,205,4.87129571418212,0.0122010798875699,40.464622749257
"fish","8444141ffffffff",2053,290,4.31712583455363,0.0486520266991933,32.2753507538525
"fish","8444143ffffffff",108607,434,4.01333739606361,0.0296172031745953,29.6281564569706
"fish","8444145ffffffff",8789,366,4.30281843040483,0.0262338675420735,32.1017657721994
"fish","8444147ffffffff",2061,777,5.94934557630249,0.0055919397719389,44.8015976254771
"fish","8444149ffffffff",296,26,1.7346644918905,0.308208546384222,9.90792130859781
"fish","844414bffffffff",1987,309,4.81974067608071,0.0237626606155917,37.6918476260283
"fish","844414dffffffff",206,47,2.40107939157114,0.207135451032142,16.4060577498849
"fish","8444151ffffffff",88,58,3.92180041925612,0.0229855371900826,38.518235208349
"fish","8444153ffffffff",124,67,3.94670408787158,0.0260145681581686,35.9343178316883
"fish","8444155ffffffff",138,78,4.19252806607496,0.0178533921445075,39.3432915548182
"fish","8444157ffffffff",157,78,4.14942675064254,0.0190271410604893,37.7218448066568
"fish","8444159ffffffff",912,221,4.78668016147072,0.0138816751308095,38.9807876750601
"fish","844415bffffffff",111,60,3.90148238296791,0.0245921597272949,35.9907722269406
"fish","844415dffffffff",396451,473,4.08069754123601,0.0267258649740494,30.6536954289134
"fish","8444161ffffffff",149220,442,4.1440269497311,0.0256382637061152,31.1931192654915
"fish","8444163ffffffff",168,90,4.26171075058009,0.0189909297052154,38.8600670093978
"fish","8444165ffffffff",83082,428,4.15738457478846,0.0264188994484001,31.1441797525475
"fish","8444167ffffffff",169,84,4.22957343352016,0.0176814537306117,38.5407418512428
"fish","8444169ffffffff",1019,160,3.1344115319089,0.155264883792823,21.2883600390877
"fish","844416bffffffff",207870,535,4.15733893243388,0.0256520861987188,31.3496470493886
"fish","844416dffffffff",880,91,2.41306162314738,0.256947314049587,16.0751342089872
"fish","8444181ffffffff",317,93,4.1787348960824,0.0198131138731602,35.2728309022796
"fish","8444183ffffffff",80,68,4.1740824805059,0.01625,45.3481012658243
"fish","8444185ffffffff",189,99,4.3733640692461,0.0160969737689314,39.7781161782954
"fish","8444187ffffffff",160,82,4.18060813913111,0.019609375,38.0453520105044
"fish","8444189ffffffff",251,89,4.12041766369086,0.0218250503960255,34.8002596748213
"fish","844418bffffffff",43,37,3.55559513172882,0.0308274743104381,NA
"fish","844418dffffffff",1502,161,4.27894749756743,0.0215886142045847,33.5970553613113
"fish","8444191ffffffff",499,176,4.78864648067144,0.0118433259304179,40.6000057805789
"fish","8444193ffffffff",156,73,3.99343927254992,0.0252301117685733,35.1813484148316
"fish","8444195ffffffff",40,35,3.48093529994595,0.035,NA
"fish","8444197ffffffff",26,22,3.02469555385825,0.0532544378698225,NA
"fish","8444199ffffffff",60,44,3.68978285633916,0.0277777777777778,38.4492499512957
"fish","844419bffffffff",249,101,4.3439955286781,0.0162094159771617,38.1810552227404
"fish","844419dffffffff",159,103,4.47053778854142,0.0138839444642221,42.2463358807017
"fish","84441a1ffffffff",531,62,3.35525822906788,0.053124368263696,23.3671425006275
"fish","84441a3ffffffff",481,71,3.04850384512946,0.0904517183103462,20.0538483567292
"fish","84441a5ffffffff",101,25,2.65257905734508,0.0949906871875307,17.0699267400111
"fish","84441a7ffffffff",34,8,1.8572151636885,0.176470588235294,NA
"fish","84441a9ffffffff",2672,244,4.75209748698132,0.0126584406038223,38.5358761613293
"fish","84441abffffffff",384,132,4.47815167429386,0.0179578993055556,37.8704009040365
"fish","84441adffffffff",1475,84,3.62176431200198,0.0393463947141626,26.0523181481448
"fish","84441b1ffffffff",207,113,4.56882907036896,0.0120656258022358,42.1619386176276
"fish","84441b3ffffffff",158,88,4.27510910857713,0.0177054959141163,39.55200010741
"fish","84441b5ffffffff",709,151,4.534880176587,0.0152482389427888,37.538660905995
"fish","84441b7ffffffff",3186,241,4.75229653988859,0.0121514047056941,38.6804593306608
"fish","84441b9ffffffff",47,37,3.54405841543424,0.0312358533272974,NA
"fish","84441bbffffffff",90,61,3.95661852833534,0.0232098765432099,39.0827834386082
"fish","84441bdffffffff",57,46,3.74202003139239,0.0267774699907664,41.2531011873116
"fish","84441c1ffffffff",36,27,3.20787600685588,0.0447530864197531,NA
"fish","84441c3ffffffff",69,43,3.56743425160926,0.0346565847511027,34.0573712910237
"fish","84441c5ffffffff",169,68,3.96920766756199,0.0230033962396275,34.5533576548391
"fish","84441c7ffffffff",19,18,2.87147611805487,0.0581717451523546,NA
"fish","84441c9ffffffff",44,30,3.27434005852885,0.0444214876033058,NA
"fish","84441cbffffffff",650,618,6.40326478141113,0.00172781065088757,49.7726983520653
"fish","84441cdffffffff",666,106,3.90767862449666,0.0310129949769589,29.5122432489579
"fish","84441d1ffffffff",152,65,3.71483780351789,0.0507271468144044,32.450533805262
"fish","84441d3ffffffff",393,118,4.23808739336304,0.0248302028501318,34.747582791074
"fish","84441d5ffffffff",1668,173,4.20107485684675,0.0240591699302429,32.3024144908098
"fish","84441d7ffffffff",248,102,4.31660710014824,0.0177874609781478,37.6145060769794
"fish","84441d9ffffffff",285,30,1.77404189923624,0.316860572483841,10.6002006034568
"fish","84441dbffffffff",595,65,2.42016294527646,0.243409363745498,16.54369313682
"fish","84441ddffffffff",46,17,2.28403194342796,0.173913043478261,NA
"fish","84441e1ffffffff",293,118,4.45943895136334,0.0154806695476942,38.725325713659
"fish","84441e3ffffffff",485,162,4.55467748490493,0.0185311935381018,37.4662660833164
"fish","84441e5ffffffff",374,142,4.64194697167631,0.0135834596356773,39.9863734773414
"fish","84441e7ffffffff",1267,614,5.84610444628229,0.00560086065499732,45.059470574278
"fish","84441e9ffffffff",64,46,3.73915119265588,0.0263671875,38.6216324402139
"fish","84441ebffffffff",837,753,6.56618744315088,0.0015658700285054,49.5582092858184
"fish","84441edffffffff",442,138,4.63929467129039,0.0122642861530272,40.0322465977802
"fish","8444201ffffffff",22,11,1.97935370685149,0.210743801652893,NA
"fish","8444203ffffffff",177,22,1.32675661359731,0.517443901816209,9.83672096945371
"fish","8444205ffffffff",44,17,2.2951912471216,0.163223140495868,NA
"fish","8444207ffffffff",135,24,1.685714879262,0.382825788751715,12.2358506231595
"fish","8444209ffffffff",8,7,1.90615474653985,0.15625,NA
"fish","844420bffffffff",50,10,1.76439009085179,0.2344,10
"fish","844420dffffffff",45,25,2.71945231379148,0.114074074074074,NA
"fish","8444211ffffffff",7,7,1.94591014905531,0.142857142857143,NA
"fish","8444213ffffffff",62,55,3.97061727975736,0.0197710718002081,45.4653622422001
"fish","8444215ffffffff",23,19,2.89439954443004,0.058601134215501,NA
"fish","8444217ffffffff",6,6,1.79175946922805,0.166666666666667,NA
"fish","8444219ffffffff",16,10,2.13338193026454,0.140625,NA
"fish","844421bffffffff",27,20,2.91704765594493,0.0589849108367627,NA
"fish","844421dffffffff",14,9,2.10657733323212,0.13265306122449,NA
"fish","8444221ffffffff",69,8,1.3794472821409,0.366939718546524,7.30304264325353
"fish","8444223ffffffff",31,5,1.29027743676322,0.340270551508845,NA
"fish","8444225ffffffff",178,8,1.48394381509829,0.287021840676682,6.20758772946412
"fish","8444227ffffffff",91,13,1.76348411402118,0.257336070522884,9.64288164766158
"fish","8444229ffffffff",55,17,1.99587743716628,0.232396694214876,15.8114478114478
"fish","844422bffffffff",28,10,1.58064912506946,0.35204081632653,NA
"fish","844422dffffffff",148,19,1.80601514980148,0.286705624543462,10.939762050543
"fish","8444231ffffffff",174,164,5.0430550650843,0.00746465847536002,48.451782968267
"fish","8444233ffffffff",13,5,1.30387552933638,0.349112426035503,NA
"fish","8444235ffffffff",94,9,1.61328962126482,0.260072430964237,7.45231182562752
"fish","8444237ffffffff",44,15,2.13369749997729,0.184917355371901,NA
"fish","8444239ffffffff",8,5,1.49417513828931,0.25,NA
"fish","844423bffffffff",25,7,1.58835423463838,0.264,NA
"fish","844423dffffffff",7,4,1.27703425946614,0.306122448979592,NA
"fish","8444241ffffffff",494,167,4.70517692297838,0.0222426199413201,39.5631163591832
"fish","8444243ffffffff",11,9,2.14584175259475,0.12396694214876,NA
"fish","8444245ffffffff",117,66,4.03799016528362,0.020527430783841,38.0720605803645
"fish","8444247ffffffff",62,43,3.59988125560195,0.0348595213319459,36.6742448200368
"fish","8444249ffffffff",54,20,2.70008032557194,0.0857338820301783,19.3163974185062
"fish","844424bffffffff",22,18,2.7759755531038,0.0743801652892562,NA
"fish","844424dffffffff",188,30,1.27589397287313,0.597329108193753,11.0971132973847
"fish","8444251ffffffff",1,1,0,1,NA
"fish","8444253ffffffff",1,1,0,1,NA
"fish","8444255ffffffff",2,2,0.693147180559945,0.5,NA
"fish","8444257ffffffff",23,12,2.30342706588004,0.119092627599244,NA
"fish","8444259ffffffff",4,4,1.38629436111989,0.25,NA
"fish","844425bffffffff",8,6,1.73286795139986,0.1875,NA
"fish","8444261ffffffff",142,28,2.02106910572074,0.258381273556834,13.362325112395
"fish","8444263ffffffff",24,7,1.45629092450926,0.336805555555556,NA
"fish","8444265ffffffff",362,19,1.31259453400213,0.416669210341565,6.81432537484774
"fish","8444267ffffffff",260,19,1.56320644283602,0.377988165680473,9.3181706708331
"fish","8444269ffffffff",32,12,1.91335704642759,0.236328125,NA
"fish","844426bffffffff",15,10,2.07915127288285,0.164444444444444,NA
"fish","844426dffffffff",231,22,1.68360633526833,0.338917936320534,9.95283772356098
"fish","8444281ffffffff",168,19,1.94908404648084,0.207908163265306,10.4163841851246
"fish","8444283ffffffff",375,27,2.14341884752204,0.169408,11.0602335634306
"fish","8444285ffffffff",167,12,1.56586799091311,0.303166122844132,8.01529819523476
"fish","8444287ffffffff",280,15,1.83727418359238,0.205561224489796,8.34696059621735
"fish","8444289ffffffff",89,23,2.38670592907783,0.1427850018937,16.0942609284829
"fish","844428bffffffff",164,9,1.75547785273868,0.206350386674598,7.0932024586362
"fish","844428dffffffff",117,17,2.08522818441629,0.167214551829936,11.2298730962254
"fish","8444291ffffffff",1009,25,2.07987317969208,0.186787691745549,10.4922880320277
"fish","8444293ffffffff",1363,28,1.95352757129713,0.205277943597939,9.42793735995727
"fish","8444295ffffffff",574,15,1.77218074460002,0.245674950527504,8.45321223225486
"fish","8444297ffffffff",765,50,2.13277116430342,0.198865393652014,11.038842752842
"fish","8444299ffffffff",593,14,1.85390452805877,0.20770996078476,8.38135636743439
"fish","844429bffffffff",1031,18,1.96430508397964,0.193469939160515,9.47464599604495
"fish","844429dffffffff",739,14,1.92075365717641,0.195713037953128,8.84608236159479
"fish","84442a1ffffffff",390,49,2.31433220433968,0.184786324786325,13.6072224354688
"fish","84442a3ffffffff",148,13,1.89551179795785,0.206263696128561,9.30018561143773
"fish","84442a5ffffffff",279,13,1.88656521112365,0.214629822330135,9.32565519715188
"fish","84442a7ffffffff",215,25,2.32455489716865,0.139253650621958,12.749448793723
"fish","84442a9ffffffff",135,11,1.80760467757609,0.207023319615912,8.25772691854404
"fish","84442abffffffff",209,42,2.50344469491475,0.140221148783224,15.4633009742068
"fish","84442adffffffff",110,11,1.8497896197683,0.200495867768595,8.69778636230174
"fish","84442b1ffffffff",265,11,1.79452301521449,0.208885724457102,7.79820297248518
"fish","84442b3ffffffff",882,22,2.01156667383876,0.188154626930137,9.72335548546838
"fish","84442b5ffffffff",250,11,1.73165025018748,0.229472,7.6432965261096
"fish","84442b7ffffffff",502,15,1.79418954005725,0.225051983301852,8.12566388447395
"fish","84442b9ffffffff",215,11,1.66330241017804,0.263472147106544,7.5786320324917
"fish","84442bbffffffff",504,21,2.01660187725542,0.205183925422021,10.388146190926
"fish","84442bdffffffff",197,53,2.89672726100133,0.108557293411322,19.9370082019898
"fish","84442c1ffffffff",33,26,3.08671527244805,0.061524334251607,NA
"fish","84442c3ffffffff",46,14,2.12979304208542,0.17296786389414,NA
"fish","84442c5ffffffff",23,15,2.46450777929904,0.11531190926276,NA
"fish","84442c7ffffffff",48,10,1.83544511379436,0.212673611111111,NA
"fish","84442c9ffffffff",2,2,0.693147180559945,0.5,NA
"fish","84442cbffffffff",7,4,1.27703425946614,0.306122448979592,NA
"fish","84442cdffffffff",4,4,1.38629436111989,0.25,NA
"fish","84442d1ffffffff",116,15,1.8546327707281,0.239298454221165,10.0836961116134
"fish","84442d3ffffffff",292,42,2.30643817727633,0.188426534058923,13.5119176868352
"fish","84442d5ffffffff",180,21,2.01965043788449,0.189259259259259,10.4453721583171
"fish","84442d7ffffffff",151,19,2.00155649495809,0.207578614973028,11.0451731744208
"fish","84442d9ffffffff",164,10,1.7988434007011,0.21192742415229,8.15053657974473
"fish","84442dbffffffff",141,25,2.39049127596043,0.147225994668276,14.8164310110941
"fish","84442ddffffffff",262,35,2.25844825267468,0.168346832935144,12.6661498965461
"fish","84442e1ffffffff",10,6,1.69574253416963,0.2,NA
"fish","84442e3ffffffff",53,7,1.61005269871207,0.244571021715913,6.94121915820029
"fish","84442e5ffffffff",25,9,1.86325037101058,0.2032,NA
"fish","84442e7ffffffff",264,12,1.76379644612934,0.213182966023875,7.82752113070611
"fish","84442e9ffffffff",77,47,3.6571335418,0.0325518637206949,34.8728701265228
"fish","84442ebffffffff",45,9,1.77616268601762,0.209876543209877,NA
"fish","84442edffffffff",1,1,0,1,NA
"fish","8444301ffffffff",48,7,1.73733146428394,0.194444444444444,NA
"fish","8444303ffffffff",74,28,2.62936054977408,0.12490869247626,20.9443597062287
"fish","8444305ffffffff",13,10,2.20478541691352,0.124260355029586,NA
"fish","8444307ffffffff",39,15,2.03044341334597,0.214990138067061,NA
"fish","8444309ffffffff",14,7,1.90853528164356,0.153061224489796,NA
"fish","844430bffffffff",2,2,0.693147180559945,0.5,NA
"fish","844430dffffffff",53,7,1.58261664809902,0.270914916340335,6.99564586357039
"fish","8444311ffffffff",25,10,2.03301467692075,0.1616,NA
"fish","8444313ffffffff",86,16,2.09688881267122,0.166846944294213,11.8080277571042
"fish","8444315ffffffff",71,34,3.10093035639682,0.0696290418567744,26.5374106440895
"fish","8444317ffffffff",55,36,3.27954621425562,0.0571900826446281,33.252524677608
"fish","8444319ffffffff",52,22,2.42193368661479,0.15310650887574,21.3069381598793
"fish","844431bffffffff",62,24,2.53577061338059,0.13423517169615,20.4745223355605
"fish","844431dffffffff",25,6,1.39713996532225,0.3024,NA
"fish","8444321ffffffff",92,25,2.27550743603096,0.190926275992438,16.213024016508
"fish","8444323ffffffff",139,53,3.11483064482152,0.113399927539982,25.6251415053107
"fish","8444325ffffffff",1104,331,5.3939284901862,0.00727591367359798,43.7917817054966
"fish","8444327ffffffff",281,72,3.28048618433877,0.089246590088778,24.3422557819591
"fish","8444329ffffffff",1604,1035,6.83587697964861,0.0012398865678696,49.2600753249169
"fish","844432bffffffff",45,11,1.67410589685118,0.302716049382716,NA
"fish","844432dffffffff",103,46,3.2949326236645,0.0685267225940239,27.861182633551
"fish","8444331ffffffff",146,84,3.91608098481473,0.0463501595045975,35.0746761292635
"fish","8444333ffffffff",658,135,3.55616111762825,0.10169436719912,26.2824375487932
"fish","8444335ffffffff",426,121,3.34712314887672,0.115001432696334,23.9975125420087
"fish","8444337ffffffff",1303,245,4.60704013419529,0.0238737101758796,36.0461998687258
"fish","8444339ffffffff",203,26,1.99901357422873,0.24409716324104,12.1370646457587
"fish","844433bffffffff",406,32,1.98958674174364,0.218435293261181,10.2035418822656
"fish","844433dffffffff",56,22,2.40107377225691,0.180484693877551,20.3718912115138
"fish","8444343ffffffff",2,2,0.693147180559945,0.5,NA
"fish","8444345ffffffff",5,5,1.6094379124341,0.2,NA
"fish","8444347ffffffff",6,3,0.867563228481461,0.5,NA
"fish","8444349ffffffff",2,2,0.693147180559945,0.5,NA
"fish","844434bffffffff",294,55,3.56654871099416,0.0364431486880466,26.9293490046549
